Part Number, Price, Package, Qty
UDN2596A-ALLEGRO,"13,01 € (98,02 kn)",IC SATURATED SINK DRIVER (DIP20),1
UDN2580A,"10,88 € (81,98 kn)",IC,0
UDN2543B,"8,76 € (66,00 kn)",IC,5
UDN2540B,"8,65 € (65,17 kn)",IC,5
UCN5821A-MIC,"0,00 € (0,00 kn)",IC-LATCH DRIVER(DIP16),0
UCN5804B-MBR,"8,83 € (66,53 kn)",IC-4-PHASE STEPPER MOTOR CNT,3
UCN5801EP-ALLEGRO,"11,55 € (87,02 kn)",IC,2
UCN5801A,"7,83 € (59,00 kn)",IC(DIP22),2
UCC3911DP-3,"7,96 € (59,97 kn)",IC LITHIUM ION BATTERY PROTECTOR,2
UCC3895N-TI,"13,27 € (99,98 kn)",IC-PWM CONTROLLER 0.1A 500kHz CH:4 (DIP2,1
UCC3895D-TI,"13,27 € (99,98 kn)",IC-PWM CONTROLLER 0.1A 500kHz CH:4 (SO20,2
UCC3818N-TI,"5,97 € (44,98 kn)",IC PMIC PFC CONTRL. 1.2A 0.2:65V 80-120k,4
UCC3818AD-TI,"6,80 € (51,23 kn)",IC-POWER FACTOR CORRECTION (SOIC16),0
UCC3813D-TI,"8,63 € (65,02 kn)",IC-POWER FACTOR REGULATOR (SO16),4
UCC3808D-TI,"5,50 € (41,44 kn)",IC-PWM CONTROLLER 0-70*C 12.5-14V (SO8),5
UCC3804N-TEX,"4,25 € (32,02 kn)",IC-DC-DC CONV.PWM CONT.1A(DIP8),7
UCC3804D-TEX,"7,12 € (53,65 kn)","IC-DC-DC CONVERTER,PWM CONT.1A(SO8)",17
UCC3802N-TI,"11,00 € (82,88 kn)",IC-CURRENT MODE CONTROLLER (DIP8),5
UCC3802D-TI/UC(SO8),"9,03 € (68,04 kn)",IC-CURRENT MODE CONTROLLER,8
UCC37322P-TI,"5,97 € (44,98 kn)",IC-DRIVER CH:1 (DIP8),2
UCC3583D-TI,"16,13 € (121,53 kn)",IC-SWITCH. CONTROLLER In: 15V Ou: 5V (SO,0
UCC28C45DR-TI(SO8),"5,39 € (40,61 kn)",IC-SMD,1
UCC28C42DR-TI,"3,98 € (29,99 kn)",IC SWITCHING CNTRL.(SO8),5
UCC28C42,"0,00 € (0,00 kn)",IC=UC2842,0
UCC2895N-TI,"14,60 € (110,00 kn)",IC-BiCMOS ADV PHASE SW. CNTRL(DIP20),1
UCC2895DW-TI(SO20),"14,60 € (110,00 kn)",IC-BiCMOS ADV PHASE SW. CNTRL,1
UCC28600D-TI,"3,98 € (29,99 kn)",IC-PWM CONTROLER 1A CH:1 (SO8) 21:32V,5
UCC28511DW-TI(SO20),"11,28 € (84,99 kn)",IC-SMD-PFC/PWM COMB CONTROLLER,2
UCC28180DR-TI,"3,98 € (29,99 kn)",IC-CCM FOR PFC CONTRL. (SO-8),0
UCC28084D-TI(SO8),"9,56 € (72,03 kn)","IC-PMIC,PWM CONTROLL.",4
UCC28070DW,"0,00 € (0,00 kn)",IC SMD,0
UCC2806D,"5,97 € (44,98 kn)",IC-SMD(SO16),1
UCC28061-TI,"5,97 € (44,98 kn)",IC SMD (SOP16),4
UCC28051D-TI(SO8),"3,32 € (25,01 kn)","IC-DRIVER,PFC CONTROLLER,750mA(SO8)",9
UCC28019AD-TI(SO8),"5,31 € (40,01 kn)","IC-SMD-PMIC,PFC CONTROLLER",13
UCC27324P-TI,"5,16 € (38,88 kn)",C GATE DRIVER DUAL 4A (DIP8),7
UCC27324DG-TI(HVSSOP-8),"5,16 € (38,88 kn)",IC-SMD GATE DRIVER DUAL 4A (HVSSOP-8),10
UCC27322-TI(SO8),"5,37 € (40,46 kn)","IC-SMD-DRIVER,LOW-SIDE,GATE DRIVER",2
UCC25600D-TI(SO8),"4,78 € (36,01 kn)",IC-SMD-MODE CONTROLLER(SOIC8),4
UCC21530DWK-TI,"0,00 € (0,00 kn)","IC-GATE DRIVER ISOLATED IGBT,MOSFET",0
UCC21520DW,"16,59 € (125,00 kn)",IC,1
UC3907N,"9,87 € (74,37 kn)",IC LOAD SHARE CONTROLLER(DIP16),10
UC3906N-TEX(MALAYSIA),"11,06 € (83,33 kn)",IC-BAT-CHARG.,3
UC3883C-SMD,"0,00 € (0,00 kn)",IC=UC3843-SMD,0
UC3872N,"7,60 € (57,26 kn)",IC(DIP14),10
UC3867N(DIP16),"18,58 € (139,99 kn)",IC,1
UC3854N-TI,"5,97 € (44,98 kn)",IC-POWER FACTOR CONTROLLER(DIP16),6
UC3854BDW-TI(SO16),"8,75 € (65,93 kn)","IC-SMD-DC-DC CONVERTER,PWM CONT(SO16)",4
UC3854AN-TI(DIP16),"8,63 € (65,02 kn)","C-DC-DC CONVERTER,PWM CONT",4
UC3854ADW-TI(SO16),"11,81 € (88,98 kn)","IC-SMD-DC-DC CONVERTER,PWM CONT(SO16)",1
UC3853N-UC-DIP,"5,00 € (37,67 kn)",IC-LOW VOLTAGE  HEX INVERT(DIP8),9
UC3853D-TI/UC,"7,49 € (56,43 kn)",IC-LOW VOLTAGE CMOS HEX INVERT(SO8),10
UC3851N-TI,"13,32 € (100,36 kn)",IC-PWM I-CNTRL 32V .5% 50KHZ,5
UC3846N-TI(DIP16),"5,11 € (38,50 kn)",IC(DIP16)=KA3846=SG3846,8
UC3846DWTR-TI(SO16),"8,69 € (65,47 kn)",IC-PWM CONTROLLER,12
UC3845N-MBR,"1,10 € (8,29 kn)","IC-DC-DC CONVERTER,PWM CONT(DIP8)",25
UC3845BNG-ST(DIP8),"1,19 € (8,97 kn)",IC-PWM CONTROLLER Uin-7.6-36v 1A(DIP8),1
UC3845BD1G-SMD-ST(CH),"1,40 € (10,55 kn)",C PWM CONTROLLER Uin-7.6-36v 1A(SO8),28
UC3845AN-TEX(U.K),"1,86 € (14,01 kn)","IC PWM CONTROLLER Uin-0,3-5,5v 1A(DIP8)",3
UC3845AD8-SMD-TEX(MALAYSIA),"1,76 € (13,26 kn)","IC-PWM CONTROLLER Uin;0,3-25v 250mA(SO8)",0
UC3845AD14-TI(SO14),"2,39 € (18,01 kn)","IC-SMD-PWM 1A 8,2-30V 500kHz",80
UC3844N-ST(DIP8),"1,99 € (14,99 kn)","IC STROM-PWM 1A 11,5-30V 500KHz",12
UC3844BDG-ON(SO14),"1,33 € (10,02 kn)","IC-VOLTAGE STAB.ADJUSTABLE,1A(SO14)",19
UC3844BD1G-ON(SO8),"1,50 € (11,30 kn)","IC-SMD-DRIVER,PWM CONTROLLER(SO8)",3
UC3844AD8-TI(SO8),"1,90 € (14,32 kn)",IC-SMD-DRIVER PWM CONTR(SO8),9
UC3843N-ST(DIP8),"1,79 € (13,49 kn)","IC CURRENT-PWM 1A 8,2-30V 500kHz (DIP8)",1
UC3843D-ON(SO14),"0,80 € (6,03 kn)","IC-SMD-CURRENT-PWM 1A 8,2-30V(SO14)",34
UC3843BN-ST(DIP8),"1,10 € (8,29 kn)","IC-DRIVER,PWM CONTR.(DIP8)",10
UC3843BD1G(SO8)-ON,"1,06 € (7,99 kn)","IC-SMD-DRIVER,PWM CONTR",15
UC3843AD-TI(SO8),"1,95 € (14,69 kn)","IC-SMD-DRIVER,PWM CONTR.(SO8)",1
UC3843AD-ON(SO14),"1,59 € (11,98 kn)","IC-SMD-DRIVER,PWM CONTR.(SO14)",0
UC3842N-ST(DIP8),"1,20 € (9,04 kn)","IC CURRENT-PWM 1A 11,5-30V 500kHz (DIP8)",25
UC3842D-TI(MEX)-SMD-14PIN,"1,81 € (13,64 kn)","IC-SMD CURRENT PWM 1A 11,5-30V(SOP14)",9
UC3842BN-TI(DIP8),"2,65 € (19,97 kn)","IC-DRIVER,PWM CONTROLLER(DIP8)",0
UC3842BD1R2-ON(SO8),"1,28 € (9,64 kn)","IC-SMD-DRIVER,PWM CONTROLLER",12
UC3842AN-ON(DIP8),"2,65 € (19,97 kn)","IC-VOLTAGE STAB.1A,5V,CH1(DIP8)",0
UC3842A-ON(SO8),"1,46 € (11,00 kn)",IC-SMD,0
UC3836N,"0,00 € (0,00 kn)",IC ADJ. LDO VOLT. REG. 2.5V-35V DIP8,0
UC3833N,"0,00 € (0,00 kn)",IC ADJ. LDO VOLT. REG. 2-36V DIP8,0
UC3832BN-ST(DIP8),"1,19 € (8,97 kn)",IC-PWM CONTROLLER 1A 48-500kHz ch1,10
UC3825N-TI,"5,31 € (40,01 kn)","IC-DC-DC CONV.,PWM CONTROLLER(DIP16)",10
UC3825ADWG4-TI,"7,98 € (60,13 kn)","IC-SMD-DRIWER,PWM CONT.5.1V(SO16)",1
UC3715N-UNITROD(DIP8),"7,43 € (55,98 kn)",IC,2
UC3709N-TI(DIP8),"11,28 € (84,99 kn)",IC-DUAL HIGH SPEED FET DRIVER,4
UC3706-TI,"13,01 € (98,02 kn)",IC-DUAL HIGH SPEED MOSFET DRVR (DIP16),5
UC3637N-TI,"17,88 € (134,72 kn)","IC-DRIVER,PWM CONTR.13.5V(DIP18)",2
UC3611N,"12,77 € (96,22 kn)",IC-4 X DIODE 50V 4A(DIP8),5
UC3526,"0,00 € (0,00 kn)",IC=SG3526N,0
UC3525ADW-TI,"4,23 € (31,87 kn)",IC-SMD-PWM CONTROLLER(SOP16),5
UC3525,"0,00 € (0,00 kn)",IC=SG3525AN,0
UC3524N-TI((DIP16),"2,65 € (19,97 kn)",IC-SWITCHING CONTROLLERS,0
UC3524D-TI(SO16),"5,61 € (42,27 kn)",IC-SMD-SWITCHING CONTROLLER,3
UC3524AN-TI/UC(DIP16),"5,61 € (42,27 kn)",IC,6
UC3524AN,"0,00 € (0,00 kn)",IC=SG3524N,0
UC2950T,"13,27 € (99,98 kn)",IC(TO220-5),2
UC2875DWP,"13,14 € (99,00 kn)",IC,2
UC2854N-TI,"6,90 € (51,99 kn)","IC-DC-DC CONVERTER,PWM CONTR.2A(DIP16)",12
UC2853ADTR,"4,51 € (33,98 kn)",IC-SMD(SO8),4
UC2845N-TI,"3,72 € (28,03 kn)","IC-DRIVER,PWM CONTROLLER(DIP8)",7
UC2845BN-ST(DIP8),"1,99 € (14,99 kn)","IC-DRIVER,PWM CONTROLLER",6
UC2845BDG-ON(SO14),"2,12 € (15,97 kn)",IC-SMD-DRIVER.PWM CONT.(SO14),10
UC2845BD1G-ON(SO8),"1,99 € (14,99 kn)","IC-SMD-PMIC,PWM CONTROLLER",12
UC2844N-MBR,"2,58 € (19,44 kn)","IC-(DIP8)DRIWER,PWM CONTROLLER",2
UC2844D8G4-TEX,"2,30 € (17,33 kn)","IC-DC-DC CONVERTER,PWM CONTR.(SO8)",1
UC2844BN-ST,"1,33 € (10,02 kn)",IC-(DIP8)PWM CONTROLLER; 1A;15V CH:1,8
UC2844BDR-ON,"1,06 € (7,99 kn)","IC(SMD)DRIVER,PWM CONTROL(SO14)",0
UC2844BD1-ST(SO8),"1,33 € (10,02 kn)","IC-SMD-DRIVER,PWM CONT.1A 15V(SO8)",14
UC2844AD14-TI,"3,34 € (25,17 kn)",IC(SMD)PWM CONTROLL.1A 15V CH1(SO14),5
UC2844AD-TI,"2,62 € (19,74 kn)","IC-SMD-DRIWER,PWM CONTR. 1A,15V(SOIC8)",0
UC2843N-TI(DIP8),"2,65 € (19,97 kn)",IC-DIP-DRIVER PWM CONTROLLER,15
UC2843D,"2,26 € (17,03 kn)",IC-SMD,2
UC2843BDGTI(SO14),"0,00 € (0,00 kn)","IC PWM CONTROLLER 1A; 48÷500kHz, 1CH",0
UC2843B,"2,52 € (18,99 kn)",IC SMD - SOIC8 PWM CONTROLLER,14
UC2843AN(DIP8)-TI,"3,38 € (25,47 kn)",IC-PWM CONTROLLER(DIP8),1
UC2843ADG4(SO14)-TI,"3,38 € (25,47 kn)","IC-DRIWER,PWM CONTROLLER(SO14)",5
UC2843AD8G4-TI(SO8),"2,79 € (21,02 kn)","IC-SMD-DRIWER,PWM CONTROLLER",6
UC2842AN-TI,"2,22 € (16,73 kn)",IC-DRIVER PWM CONTR. 1A 13.5V (DIP8),24
UC2825N-TI,"10,78 € (81,22 kn)",IC-PWM CONTROLLER(DIP16),8
UC28023DW-TI,"7,96 € (59,97 kn)",IC SMD (SOIC16),5
UC2526ANG4,"6,49 € (48,90 kn)",IC(DIL8),2
UC2526ADWG4,"6,49 € (48,90 kn)",IC-SMD(SOIC18),1
UC2525ADW-TI(SO16W),"4,76 € (35,86 kn)",IC-SMD-PWM controller; 0.5A; 500kHz; Cha,6
UC2524N-TI/UC(DIP16),"3,98 € (29,99 kn)",IC-SWITCHING CONTROLLER,1
UC2524DW-TI(SO16),"3,72 € (28,03 kn)",IC-SWITCH CNTRL. (SO16),8
UC2524,"0,00 € (0,00 kn)",TL494,0
UC1709CT,"0,00 € (0,00 kn)",IC=UA741CN8-ST,0
UBA2071AT-NXP,"7,43 € (55,98 kn)",IC-DISPLAY DRIV.&CONTROLL(SOP24),14
UAA4006ADP-ST,"10,09 € (76,02 kn)",INTEGRIRANI KRUG,7
UAA4000,"2,52 € (18,99 kn)",INTEGRIRANI KRUG,1
UAA2016P-MOT,"6,45 € (48,60 kn)",IC-ZERO CROS. TRIG/PHASE CNT,3
UAA2003-MBR,"3,55 € (26,75 kn)",IC-PLL INT. FOR FREQ. SYNTH.,0
UAA190,"2,39 € (18,01 kn)",INTEGRIRANI KRUG,4
UAA180,"1,66 € (12,51 kn)",INTEGRIRANI KRUG,0
UAA170-SIE,"12,21 € (92,00 kn)",INTEGRIRANI KRUG,3
UAA146,"0,00 € (0,00 kn)",IC,0
UAA145/DIV,"0,00 € (0,00 kn)",IC-THYRISTOR 3-PHASE CNTRL(DIP14),0
UAA1016B-MOT,"2,28 € (17,18 kn)",INTEGRIRANI KRUG,0
UAA1016-MOT(DIP8),"12,34 € (92,98 kn)",IC,3
UAA1008ADP-MOT,"6,82 € (51,39 kn)",INTEGRIRANI KRUG,4
UAA1008ADC,"2,59 € (19,51 kn)",INTEGRIRANI KRUG,2
UAA1004-MOT,"2,96 € (22,30 kn)",INTEGRIRANI KRUG,0
UAA1004,"0,00 € (0,00 kn)",IC(DIP8),0
UA9639CP-MBR,"2,11 € (15,90 kn)",IC-DUAL DIFF. LINE RECEIVER(DIP8),0
UA79M05-ON,"0,66 € (4,97 kn)",IC-STABILIZATOR NAPONA -5V 0.5A (TO220),7
UA79L24-MBR,"0,52 € (3,92 kn)",IC-REGULATOR -24V 0.1A(TO92),14
UA79L18-MBR,"0,47 € (3,54 kn)",IC-REGULATOR -18V 0.1A(TO92),13
UA79L15ACD-SMD(PHILIPPINES),"0,40 € (3,01 kn)",IC-U-REG-15V 0.1A(SO8),23
UA79L15ABPG-ON,"0,64 € (4,82 kn)",REGULATOR -15V 0.1A(TO92),8
UA79L12-ST,"0,44 € (3,32 kn)",IC-REGULATOR -12V 0.1A(TO92),26
UA79L10-MBR,"0,60 € (4,52 kn)",REGULATOR -10V 0.1A(TO92),5
UA79L09-MBR,"1,19 € (8,97 kn)",IC-REGULATOR -9V 0.1A(TO92),20
UA79L08,"0,33 € (2,49 kn)","IC-Voltage regulator; linear, fixed; 8V;",17
UA79L06-MBR,"0,41 € (3,09 kn)",IC-REGULATOR -6V 0.1A(TO92),2
UA79L05-MBR,"0,53 € (3,99 kn)",IC-REGULATOR -5V 0.1A=TS79L05CT(TO92),23
UA7924-MBR,"0,53 € (3,99 kn)",NEG V-REG -24V 1.5A 4%,26
UA7920-ST,"0,44 € (3,32 kn)",IC-REGULATOR -20V 1A,1
UA7918-MBR,"0,46 € (3,47 kn)",IC-REGULATOR (-18V)1.5A,7
UA7915-ST,"0,66 € (4,97 kn)",IC-REGULATOR -15V 1.5A(TO220),30
UA7912F-ST(TO220),"0,66 € (4,97 kn)",IC-REG.VOLTAŽE 12V 1.5A=L7912CP,0
UA7912CP-ST,"0,66 € (4,97 kn)",IC-REGULATOR -12V 1.5A(TO220)=L7912CP,0
UA7910,"1,33 € (10,02 kn)",NEG V-REG 10V 1A,14
UA7909CT-FSC,"0,84 € (6,33 kn)",IC-REGULATOR -9V 1A(TO220)=LM7909,0
UA7908/DIV,"0,00 € (0,00 kn)",,0
UA7908-MBR,"0,39 € (2,94 kn)",IC-REGULATOR,50
UA7906-MBR,"0,66 € (4,97 kn)",ICREGULATOR -6V 1.5A(TO220),27
UA7905F-ST(TO220F),"1,06 € (7,99 kn)",IC-REGULATOR -5V 1.5A=L7912CP,4
UA7905-MBR,"0,66 € (4,97 kn)",IC-REGULATOR(-5V 1.5A)=L7905,13
UA78T15-MBR,"2,32 € (17,48 kn)",IC-POS V-REG 15V 3A,1
UA78T12-FSC,"0,00 € (0,00 kn)",IC-POS V-REG 12V 3A,0
UA78T05-MBR,"1,92 € (14,47 kn)",IC-POS V-REG 5V 3A,2
UA78S75-ST,"1,86 € (14,01 kn)",IC-REGULATOR NAPONA 7.5V 2A(TO220),8
UA78S40CN-TI(DIP16),"3,47 € (26,14 kn)","IC-DC/DC CONV.Uin2.5-40V-Uout2,5-40V",5
UA78S24-ST(CH),"0,93 € (7,01 kn)",IC-REGULATOR NAPONA 24V 2A 4%(TO220),75
UA78S18-ST,"0,72 € (5,42 kn)",IC-REGULATOR NAPONA 18V 2A 4%(TO220),1
UA78S15-ST,"0,87 € (6,56 kn)",IC-REGULATOR NAPONA 15V 2A 4%,18
UA78S12CV-ST(MALAYSIA),"0,77 € (5,80 kn)",IC-REG.NAPONA 12V 2A 4%=L78S12CV(TO220),15
UA78S10-ST(CH),"1,59 € (11,98 kn)",IC-REGULATOR NAPONA 10V 2A 4%(TO220),15
UA78S09-ST,"0,80 € (6,03 kn)",IC-REGULATOR NAPONA 9V 2A 4%(TO220AB),10
UA78S05-ST,"0,85 € (6,40 kn)",REGULATOR NAPONA 5V 2A 4%,33
UA78R15/(4PIN),"1,99 € (14,99 kn)",IC V-REG.(TO220F-4PIN),2
UA78R12PI-SMD,"1,59 € (11,98 kn)",IC-SMD 5pin,18
UA78R12-MBR,"1,65 € (12,43 kn)",IC-4 PINPOS V-REG 12V 1A+RESET(TO220),0
UA78R08-MBR,"1,66 € (12,51 kn)",IC 4PIN(TO-220),18
UA78R05F-ON(TO220-4),"1,59 € (11,98 kn)",IC-VOLTAGE REG. 5V 1A=KIA78R05,15
UA78R05,"0,00 € (0,00 kn)",IC-REG.NAPONA 5V(TO220F-4),0
UA78M33CKVURG3,"1,33 € (10,02 kn)",IC-VOLT REGULATOR 3.3V(TO252),0
UA78M24CP-TSC(TAIWAN),"0,51 € (3,84 kn)","IC U-Reg +24V 0,5A (TO-252)",23
UA78M20-ST,"1,94 € (14,62 kn)",IC-REG.20V 700mA(TO220),9
UA78M15CT-MOT,"0,93 € (7,01 kn)","IC-REGULATOR-OKRUGLI-15V 0,5A(TO220AB)",1
UA78M15CP-TSC(TAIWAN),"0,51 € (3,84 kn)","IC U-Reg +15V 0,5A (TO252)=TS78M15CP",11
UA78M12CP-SMD-TSC(TAIWAN),"0,64 € (4,82 kn)","IC SMD U-REG +12V 0,5A(TO252)",25
UA78M12CG-MOT-OKRUGLI,"0,93 € (7,01 kn)",IC-REGULATOR 12V(TO39),9
UA78M09CP-TSC(TAIWAN),"0,60 € (4,52 kn)","IC U-Reg +9V 0,5A (TO252)=TS78M09CP",34
UA78M09A-JRC(TO220F),"0,53 € (3,99 kn)",IC(TO220F),9
UA78M08CP-TSC(TAIWAN),"0,93 € (7,01 kn)","IC-U-Reg +8V 0,5A(DPAK)",5
UA78M05TACDT(DPAK),"0,66 € (4,97 kn)","IC-U-Reg +5V 0,5A(TO252)=TS78M05CP",4
UA78L33ACD-ST(SO8),"0,53 € (3,99 kn)","IC U-Reg +3,3V 0,1A (SO8)",93
UA78L33ABZ-ST(TO92),"0,66 € (4,97 kn)","IC-REG +3,3V 0,1A (TO92)",19
UA78L24CD-ST(SO8),"1,33 € (10,02 kn)",IC-SMD - VOLT REGULATOR +24V 0.1A 125*C,59
UA78L24-ST(TO92),"0,49 € (3,69 kn)",IC-REGULATOR 24V 0.1A(TO92),5
UA78L18--ST(TO92),"0,46 € (3,47 kn)",IC-REGULATOR 18V 0.1A,65
UA78L15D-ST(SOT89),"0,53 € (3,99 kn)",IC-SMD-POS V-REG 15V 0.1A(SOT89),33
UA78L15-ST,"0,53 € (3,99 kn)",IC POS V-REG 15V 0.1A(TO92),28
UA78L12-ST,"0,53 € (3,99 kn)",IC-REGULATOR 12V 0.1A(TO92),13
UA78L12-MOT-SMD,"0,66 € (4,97 kn)",IC-REGULATOR 12V-ST-SMD(SO8),10
UA78L10-MBR,"0,53 € (3,99 kn)",IC-REGULATOR 10V 0.1A(TO92),34
UA78L09-MBR,"0,40 € (3,01 kn)",IC-REGULATOR NAPONA +9V 0.1A(TO92),184
UA78L08-ST-SMD--SOIC8,"0,66 € (4,97 kn)",IC-REGULATOR 8V-ST(SOIC8),13
UA78L08-MBR-TO92,"0,46 € (3,47 kn)",IC-REGULATOR 8V 0.1A(TO92),26
UA78L06/DIV,"0,58 € (4,37 kn)",IC-REGULATOR NAPONA 6V 0.1A(TO92),7
UA78L05CS-TSC(SO8),"0,60 € (4,52 kn)","IC-SMD-U-REG +5V 0,1A=TS78L05CS",16
UA78L05ACU-ST(SOT89),"0,66 € (4,97 kn)","IC-SMD-U-REG +5V 0,1A(SOT89)",28
UA78L05ACLP(TO92),"0,53 € (3,99 kn)",POS V-REG 5V 0.1A(TO92),52
UA7824CK-ST(TO3),"4,65 € (35,04 kn)",POS V-REG 24V 1.5A-TO3=LM7824CK,20
UA7824-ST(MALAYSIA),"0,60 € (4,52 kn)",IC-VOLTAGE STABILISE 24V 1.5A(TO220),0
UA7820-ST,"0,86 € (6,48 kn)",REGULATOR NAPONA 20V 1A(TO220),24
UA7818CTG-ON(TO220),"0,66 € (4,97 kn)",IC-REG.VOLT.18V 1.0A,30
UA7815F-ST(TO220F),"0,00 € (0,00 kn)",,0
UA7815-TO3-ST,"6,60 € (49,73 kn)",IC-POS V-REG 15V 1.5A(TO3),15
UA7815-ST,"0,66 € (4,97 kn)",IC-POS V-REG 15V 1.5A 4%(TO220),37
UA7812F-ST(TO220),"1,33 € (10,02 kn)",IC-POS V-REG 12V 1A=L7812CP,29
UA7812-TO3-ST,"2,71 € (20,42 kn)","IC-REGULATOR NAPONA 12V 1,5A(TO-3)",0
UA7812-ST(MAROCCO),"0,66 € (4,97 kn)","IC REGULATOR NAPONA12V 1,5A(TO220)",44
UA7810CKCS,"1,59 € (11,98 kn)",IC-REGULATOR 10V 1.5A(TO220),4
UA7809-ST,"0,80 € (6,03 kn)",REGULATOR 9V 1.5A(TO220),0
UA7808F-MBR,"0,60 € (4,52 kn)",IC-REGULATOR NAPONA 8V IZOLIRAN(TO220F),0
UA7808-ST(TO220),"0,66 € (4,97 kn)","IC: voltage regulator; linear,fixed 8V 1",55
UA7806-ST,"0,53 € (3,99 kn)",IC-REGULATOR 6V 1.5A(TO220),65
UA7805F-ST(TO220F),"1,34 € (10,10 kn)",IC-POS V-REG 5V 1A 4%(TO220F),3
UA7805-TO3-ST,"4,65 € (35,04 kn)",IC-POS V-REG 5V 1.5A(TO3),5
UA7805-ST(TO220),"0,66 € (4,97 kn)",REGULATOR 5V 1A=L7805(TO220),80
UA7803,"0,00 € (0,00 kn)",REGULATOR NAPONA ¸3.3V=LM1117V33=,0
UA776CN-MBR,"0,62 € (4,67 kn)",INTEGRIRANI KRUG,26
UA774,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
UA758,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
UA748CP-TI,"2,65 € (19,97 kn)",IC-OpAmp (DIP8),4
UA747CN-MBR,"1,27 € (9,57 kn)",IC-OPAMP 2x 36V 1MHz GEN.PUR,4
UA741CP-TI(DIP8),"0,80 € (6,03 kn)",IC(DIP8)OpAmp 1MHz 5-15VDC CH:1,71
UA741CH-TI(OKRUGLI(,"8,69 € (65,47 kn)",IC=OPERATIONAL AMPLIFIER 1MHz(TO99),0
UA741-SMD(MALAYSIA),"0,36 € (2,71 kn)",IC OPERATIONAL AMPLIFIER(SO8),7
UA741(DIP14),"0,00 € (0,00 kn)",IC,0
UA741(DIP14),"0,00 € (0,00 kn)",IC,0
UA739PC,"6,64 € (50,03 kn)",IC(DIP14),1
UA733CN-MBR,"0,92 € (6,93 kn)",IC,0
UA732PC-FSC(DIP14),"4,42 € (33,30 kn)",IC,3
UA723TO,"2,88 € (21,70 kn)",IC-OKRUGLI(TO100),0
UA723CN-14-TI/ST,"1,50 € (11,30 kn)","IC-VOLTAGE STAB.2-37V,150mA(DIP14)",60
UA723CD-TEX,"0,73 € (5,50 kn)",,11
UA710-14P,"1,86 € (14,01 kn)",IC-COMP. 1x 21V HIGH SPEED(DIP14),3
UA709TO,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
UA709H,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=TO 99,0
UA709CP,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=8 PIN,0
UA709-8P,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=8 PIN,0
UA709-14P,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=14 PIN,0
UA556,"0,00 € (0,00 kn)",IC,0
UA431,"0,00 € (0,00 kn)",IC=TL431,0
UA3842,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
UA376,"0,00 € (0,00 kn)",IC=LM376,0
UA3525,"0,00 € (0,00 kn)",IC,0
U891BSAFP-TFK,"4,65 € (35,04 kn)",INTEGRIRANI KRUG-SMD,14
U891BS,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U891,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=SDA4212=SP4653DP,0
U865BS-TFK,"9,49 € (71,50 kn)",INTEGRIRANI KRUG,7
U8442,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U829B-TFK,"1,33 € (10,02 kn)",INTEGRIRANI KRUG,3
U807,"0,00 € (0,00 kn)",IC=SAB3021,0
U8060,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U804D,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U684B-TFK,"15,93 € (120,02 kn)",IC-1 GHz FREQ. DIVIDER 1:64,0
U666,"3,71 € (27,95 kn)",INTEGRIRANI KRUG=SDA4212,0
U665B-TFK,"9,95 € (74,97 kn)",INTEGRIRANI KRUG,0
U665,"0,00 € (0,00 kn)",NE ISPORUČUJE SE,0
U664B,"11,28 € (84,99 kn)",IC-DIL 8,0
U6316B-TFK,"3,19 € (24,04 kn)",INTEGRIRANI KRUG,0
U6316B,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U6204B-FP-TFK,"10,62 € (80,02 kn)",INTEGRIRANI KRUG(SMD),0
U6202B-TFK,"16,57 € (124,85 kn)",INTEGRIRANI KRUG,0
U6202B,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U6093B-TFK,"1,71 € (12,88 kn)",INTEGRIRANI KRUG,0
U4985B-A,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
U4777B-TFK,"1,10 € (8,29 kn)",INTEGRIRANI KRUG,0
U4744B-TFK,"3,02 € (22,75 kn)",IC-TV SAW-FILTER AMPLIFIER,0
U4647J-TFK,"10,62 € (80,02 kn)",IC-GUSTI RASTER,0
U4647B-TFK,"0,00 € (0,00 kn)",IC=HA11489,0
U4647-TFK,"0,00 € (0,00 kn)",IC=4606=4646,0
U4646-TFK,"21,24 € (160,03 kn)",IC-ŠIROKI RASTER,0
U4614B,"10,80 € (81,37 kn)",IC,0
U4606-TFK,"0,00 € (0,00 kn)",IC=U4646,0
U4606,"14,07 € (106,01 kn)",INTEGRIRANI KRUG,0
U4490-TFK,"7,10 € (53,49 kn)",IC,0
